source,title,link,summary,published
The Guardian,"With his pardon of son Hunter, Joe Biden delivers a heartfelt hypocrisy",https://www.theguardian.com/us-news/2024/dec/02/hunter-biden-pardon-joe-biden-comment,"<p>The president and supporters argue Hunter Biden would never have been charged were it not for his name – and any father might have done the same. But this exercise of power also looks like a validation of Donald Trump</p><p>A loving act of mercy by a father who has already known much sorrow? Or a hypocritical political manoeuvre reminiscent of his great foe? Maybe both can be true.</p><p>Joe Biden’s announcement on Sunday that he had <a href=""https://www.theguardian.com/us-news/2024/dec/01/joe-biden-pardons-hunter"">pardoned his son Hunter</a>, who is facing sentencing in two criminal cases, is likely to have been the product of a Shakespearean struggle between head and heart.</p> <a href=""https://www.theguardian.com/us-news/2024/dec/02/hunter-biden-pardon-joe-biden-comment"">Continue reading...</a>","Mon, 02 Dec 2024 04:46:17 GMT"
The Guardian,Assault on Aleppo: who are the Syrian rebels HTS and why are they advancing?,https://www.theguardian.com/world/2024/dec/02/who-are-syrian-rebels-hayat-tahrir-al-sham-hts-aleppo,"<p>The fast-moving offensive began on Wednesday, surprising forces loyal to Bashar al-Assad and his allies</p><ul><li><strong>This article is an extract from our First Edition newsletter. <a href=""https://www.theguardian.com/global/2022/sep/20/sign-up-for-the-first-edition-newsletter-our-free-news-email"">Sign up here</a></strong></li></ul><p>Eight years ago, indiscriminate Russian airstrikes helped the forces of the Syrian president, Bashar al-Assad, drive rebels from Aleppo – a crucial turning point in the country’s civil war, which has largely been in a state of stalemate since 2020.</p><p>Over the weekend a stunning rebel offensive seized Aleppo again – and the Assad regime now faces its greatest threat in years. Here’s what you need to know.</p> <a href=""https://www.theguardian.com/world/2024/dec/02/who-are-syrian-rebels-hayat-tahrir-al-sham-hts-aleppo"">Continue reading...</a>","Mon, 02 Dec 2024 07:00:20 GMT"
The Guardian,Is Conor McGregor verdict a watershed moment for the manosphere?,https://www.theguardian.com/society/2024/dec/02/conor-mcgregor-verdict-manosphere-masculinity,"<p>Some tried to defend Irish MMA fighter after civil jury ruled against him in rape case but others hope it will open space for conversation about masculinity</p><p>The ruling made headlines across Ireland and around the world, sending women<strong> </strong>spilling into the streets of Dublin with signs that read “Thank you Nikita”.</p><p>Days after a civil court jury <a href=""https://www.theguardian.com/world/2024/nov/22/mma-fighter-conor-mcgregor-assaulted-woman-at-dublin-hotel-jury-finds"">ordered</a> mixed martial arts fighter Conor McGregor to pay nearly €250,000 over claims he had “brutally raped and battered” Nikita Hand, the case has prompted calls for a rethink of how society interacts with power, wealth and a “manosphere” intent on pushing its own notions of masculinity.</p> <a href=""https://www.theguardian.com/society/2024/dec/02/conor-mcgregor-verdict-manosphere-masculinity"">Continue reading...</a>","Mon, 02 Dec 2024 05:00:16 GMT"
The Guardian,"The 20 best easy Christmas party recipes – blinis, paté, punch and more",https://www.theguardian.com/food/2024/dec/02/the-20-best-easy-christmas-party-recipes-blinis-pate-punch-and-more,"<p>Make simple blinis, classic cocktail sausages and moreish parmesan biscuits. Minimal effort, maximum flavour, guaranteed good times</p><p>“I have never thought of myself as the sort of cook who makes his own bits and pieces to serve with drinks,” said Nigel Slater, writing about Christmas in the Observer. “When I do, I realise I should have done so all along. Not just because what I’ve made often tastes better than anything I can buy, but because the effort is much more appreciated.”</p><p>With that in mind, we bring you simple, delicious recipes to please both guests and cooks throughout the festive season. Make Georgia Levy’s mac ’n’ cheese canapés, build Georgina Hayden’s blinis and try not to eat all of Anja Dunk’s triple-chocolate biscotti in one sitting. Then relax with a glass of Jared Brown and Anistatia Miller’s negroni punch. Happy Christmas from OFM!</p> <a href=""https://www.theguardian.com/food/2024/dec/02/the-20-best-easy-christmas-party-recipes-blinis-pate-punch-and-more"">Continue reading...</a>","Mon, 02 Dec 2024 08:00:22 GMT"
The Guardian,‘Intensely nostalgic’: why A Knight’s Tale is my feelgood movie,https://www.theguardian.com/film/2024/dec/02/a-knights-tale-movie,"<p>The latest in our series of comfort film recommendations is a look back to 2001’s absurdly enjoyable mix of romance, action and anachronistic music choices</p><p>There’s a neat little moment in A Knight’s Tale that I like to think speaks directly to how it became one of my favourite films. Having riled up the crowd before Heath Ledger’s imposter knight William rides into a joust, Paul Bettany’s boisterous Geoffrey Chaucer tells him: “I got their attention. You go and win their hearts.”</p><p>Brian Helgeland’s 2001 film is on paper absurd. It’s a medieval sports movie about jousting, filmed on cheapo sets in post-Velvet revolution Prague to an arena-rock soundtrack, which begins with peasants walloping wooden stands to Queen’s We Will Rock You. Peter Bradshaw wrote in his <a href=""https://www.theguardian.com/film/2001/aug/31/geoffreychaucer"">review</a> at the time: “Is the film based on a dream he had after eating far too much cheese?” Its leading lady, Shannyn Sossamon, her hair crimped into spiky halos, was scooped up into the cast from DJing Gwyneth Paltrow’s birthday party. Ledger is always wearing chaps. Is it authentic? Probably not! But A Knight’s Tale is a film so full of heart it’s the only thing that’ll do when I need to watch something uncomplicatedly lovely.</p> <a href=""https://www.theguardian.com/film/2024/dec/02/a-knights-tale-movie"">Continue reading...</a>","Mon, 02 Dec 2024 10:00:21 GMT"
The Guardian,"‘Why would Prince Andrew defend Epstein?’ ex-Newsnight editor Esme Wren on scoops, the queen and Brexit",https://www.theguardian.com/media/2024/dec/02/why-would-prince-andrew-defend-epstein-ex-newsnight-editor-esme-wren-on-scoops-the-queen-and-brexit,"<p>Wren has been at the forefront of broadcast news for 25 years, editing Newsnight and now Channel 4 News. She talks about slippery politicians – and the blockade on journalism in Gaza</p><p>“I’m not joking,” says Esme Wren. She has just told me that she often spends her free time watching old Jeremy Paxman interviews with Tony Blair. Why? Back then, “politicians kind of enjoyed it – they felt like if they passed the Paxman test, it made them a better politician. And they answered the questions, they engaged, they felt that was their duty, to be accountable. So although we weren’t delivered senior members of the cabinet every night, we got our fair share.” The editor of Channel 4 News is remembering her time on the BBC’s Newsnight, which she first worked on in 1998 as an intern, and helmed as editor from 2018 to 2021.</p><p>Wren is sitting in the cafe-foyer of the ITN building in central London, which houses the broadcast studios of ITV1, ITV London, Channel 4 and Channel 5. Everything about her – posture, expression, hair, outfit – is exquisitely composed and radiates calm. She attributes this to her 13 years at Sky between 2005 and 2018: “When you’re in a rolling news environment, you learn not to react. My adrenaline’s gone. I’m like Andrew,” she says, wryly. Not someone to laugh at her own jokes, she is referring to the <a href=""https://www.theguardian.com/tv-and-radio/2019/dec/19/emily-maitlis-prince-andrew-was-unleashed-he-wanted-to-tell-me-everything"">2019 Newsnight interview</a> between Prince Andrew and Emily Maitlis, so dramatic that two TV programmes have been made of it: Prime’s A Very Royal Scandal (in which Wren is played by Lydia Leonard) and Netflix’s Scoop (in which she is played by Romola Garai).</p> <a href=""https://www.theguardian.com/media/2024/dec/02/why-would-prince-andrew-defend-epstein-ex-newsnight-editor-esme-wren-on-scoops-the-queen-and-brexit"">Continue reading...</a>","Mon, 02 Dec 2024 05:00:15 GMT"
The Guardian,‘I’m used to people thinking I’m lying’: are Scotland’s sea eagles killing hundreds of lambs?,https://www.theguardian.com/environment/2024/dec/02/im-used-to-people-thinking-im-lying-are-scotlands-sea-eagles-killing-hundreds-of-lambs,"<p>Bringing back the long-vanished bird to the UK was hailed as a conservation triumph. Then farmers started finding the corpses of their prized livestock</p><ul><li>Photographs by Murdo MacLeod</li></ul><p>Two spinal cords, a dozen ribs and a hollowed-out head lie next to a peak called “rock of the eagle” in Gaelic. These are the remains of a pair of three-month-old lambs. It’s muggy, and maggots and foxes will make light work of the remaining skin and bone. In a few weeks, it’ll be as if it never happened.</p><p>Ruaridh MacKay, who has been farming here at Stronmagachan Farm in Inveraray for 25 years, picks up one of the spinal cords: sodden and slimy from successive fronts of rain, every morsel of flesh has been excavated. He was expecting to take these lambs to market next month.</p><p>Mackay says the mysterious deaths started about 12 years ago</p> <a href=""https://www.theguardian.com/environment/2024/dec/02/im-used-to-people-thinking-im-lying-are-scotlands-sea-eagles-killing-hundreds-of-lambs"">Continue reading...</a>","Mon, 02 Dec 2024 07:00:17 GMT"
The Guardian,Meet the Rees-Moggs review – my obsession with Jacob’s wife runs deep,https://www.theguardian.com/tv-and-radio/2024/dec/02/meet-the-rees-moggs-review-my-obsession-with-jacobs-wife-runs-deep,"<p>There are surprisingly appealing domestic scenes as Jacob learns slang and poo jokes from his six children … but there’s no denying who the real star is here</p><p>I often feel these days that I am going bonkers. Or that I am staying sane while the world goes bonkers around me, which amounts to the same thing. It is getting to the point where I will almost miss being disoriented if it ever stops.</p><p>There is no danger of that, however, for as long as Meet the Rees-Moggs exists. Yes, it is a reality show about the former Tory MP for North East Somerset, once described as “a haunted Victorian pencil”, Jacob Rees-Mogg, his wife, Helena, and their six children. “We had to try five times before we got one who looked like me,” says Helena, and she is right. Helena, I hazard a guess, is always right.</p> <a href=""https://www.theguardian.com/tv-and-radio/2024/dec/02/meet-the-rees-moggs-review-my-obsession-with-jacobs-wife-runs-deep"">Continue reading...</a>","Mon, 02 Dec 2024 06:00:18 GMT"
The Guardian,Moving home? Here are the keys to completing before stamp duty rises,https://www.theguardian.com/money/2024/dec/02/moving-home-here-are-the-keys-to-completing-before-stamp-duty-rises,"<p>With homebuyers facing thousands extra on the bill, the race is on to complete before the deadline</p><p>Homebuyers and sellers in England and Northern Ireland must act quickly to ensure property sales are complete before new <a href=""https://www.theguardian.com/business/2024/nov/01/uk-house-price-growth-slows-but-stamp-duty-changes-will-spark-buyer-rush"">stamp duty rules come into force</a> next April. Bills for many buyers will increase, and solicitors and estate agents are expected to be especially busy in the new year in a rush to complete transactions.</p><p>“We’re likely to see a spike in demand, putting pressure on estate agents, solicitors and mortgage lenders alike,” says Andrew Boast of conveyancing company Sam Conveyancing.</p> <a href=""https://www.theguardian.com/money/2024/dec/02/moving-home-here-are-the-keys-to-completing-before-stamp-duty-rises"">Continue reading...</a>","Mon, 02 Dec 2024 08:45:19 GMT"
The Guardian,Greenland split over benefits of tourism as territory opens to the world,https://www.theguardian.com/environment/2024/dec/02/greenland-tourism-territory-opens-to-world,"<p>Direct flights from the US to Nuuk expected to double next year but there are concerns about the expected influx</p><p>The capital’s new airport has been opened, two more are in the making, and expectations are high: the Americans are coming to Greenland.</p><p>On Thursday, the first ever international flight into Nuuk, the most populous settlement on the autonomous Danish territory, landed to cheers on the ground and in the cabin of Air Greenland flight GL781 where passengers were served miniature bottles of Nicolas Feuillatte<em><strong> </strong></em>champagne<em><strong>.</strong></em></p> <a href=""https://www.theguardian.com/environment/2024/dec/02/greenland-tourism-territory-opens-to-world"">Continue reading...</a>","Mon, 02 Dec 2024 05:00:16 GMT"
The Guardian,Is it true that … running destroys your knees?,https://www.theguardian.com/lifeandstyle/2024/dec/02/is-it-true-that-running-destroys-your-knees,"<p>Do those who run have a higher risk of osteoarthritis? And what should you do if you start to feel pain? We ask an expert</p><p>You know the warning people often give middle-aged joggers: don’t run too much or you’ll end up with bad knees? “It’s very much a myth,” says Richard Blagrove, senior lecturer in physiology at Loughborough University.</p><p>While many believe that running is&nbsp;linked to osteoarthritis (chronic joint pain) in the knees, studies have&nbsp;revealed that recreational and competitive runners have a much lower incidence of developing it compared with those who don’t run. <a href=""https://pubmed.ncbi.nlm.nih.gov/28504066/"">Research from 25 studies</a> (with a&nbsp;total&nbsp;sample size of about 115,000 participants) has shown that running actually appears to be protective against hip and knee osteoarthritis as&nbsp;we age. Exercise causes very slight damage to muscles, tendons, bones and cartilage but also leads them to grow back stronger and healthier.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/dec/02/is-it-true-that-running-destroys-your-knees"">Continue reading...</a>","Mon, 02 Dec 2024 08:00:19 GMT"
The Guardian,"From Beirut to Khartoum, the Arab world is changing beyond our recognition | Nesrine Malik",https://www.theguardian.com/commentisfree/2024/dec/02/arab-world-death-destruction-beirut-khartoum,"<p>The Arab world is increasingly divided between those who are losing everything, and those who have everything</p><p>For the past few months, there has been a grim new ritual whenever I meet people from some Arab countries. It’s a sort of mutual commiseration and checking in. How are things with you? Where is your family? I hope you are safe, I hope they are safe. I hope you are OK. We are with you.</p><p>There is a comfort to it, and also an awkwardness. Comfort because the words are earnest, the solidarity almost unbearably meaningful. Awkward because the scale of what many are enduring is too large to be captured in those words. Everything feels shot through with survivor’s guilt, but also with a little bit of resolve in the knowledge that the calamities tearing apart our nations have closed the distances between us.</p><p>Nesrine Malik is a Guardian columnist</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/02/arab-world-death-destruction-beirut-khartoum"">Continue reading...</a>","Mon, 02 Dec 2024 06:00:17 GMT"
The Guardian,"We used to joke about Hong Kong’s terror laws, but now my friends and family have gone silent |  Alan Lau",https://www.theguardian.com/global-development/2024/dec/02/hong-kong-terror-laws-jailing-pro-democracy-activists-surveillance-police,"<p>The jailing of pro-democracy activists, omnipresent surveillance and a distrust of the police have driven people into a fearful silence</p><p>Growing up, I had always dreamed of becoming a police officer like my uncle. In my childhood in the 1980s and 90s, the police had a positive and brave image. I remember when I was in first or second grade, struggling with English, my uncle would tutor me. After our lessons, I would stay at his house to play. Next to his bed was a punching bag, and he would teach me how to throw punches and do one-handed push-ups.</p><p>My uncle would show off the muscles on his arms, telling me his dream was to become a police officer who fights crime and protects the innocent. He eventually did. And in his police uniform graduation photo, he stood tall and proud – a hero in my eyes.</p> <a href=""https://www.theguardian.com/global-development/2024/dec/02/hong-kong-terror-laws-jailing-pro-democracy-activists-surveillance-police"">Continue reading...</a>","Mon, 02 Dec 2024 06:00:17 GMT"
The Guardian,I was terrified of being the last single woman left among my friends. Then I made peace with it | Édaein O’ Connell,https://www.theguardian.com/commentisfree/2024/dec/02/single-woman-peace-life-fun,"<p>My life’s markers may differ from those of my peers, but a year of freedom and fun has taught me to appreciate myself</p><p>From the ages of 18 to 21, I spent quite a lot of time crying in my local nightclub in the small town of Listowel in Ireland. My reason for weeping was that all my <a href=""https://www.theguardian.com/lifeandstyle/friendship"">friends</a> were pulling and I wasn’t. If I could go back in time, I’d give myself a stern talking to, hand myself a shot and say: “Of course no one’s trying it on – you’re wailing Céline Dion in the corner.”</p><p>Back then I was terrified of becoming the last single friend in the girl gang. I was petrified of being left behind, abandoned for a man who wore bootcut jeans with brown dress shoes. Every time a friend announced, “I have a date,” my body would seize up. Then I found myself in a relationship. While my friends were out on the town, living the free and single life, I was staying in, curled up under a duvet with my partner, eating takeaway and feeling smug because I didn’t need to be on a dating app.</p><p>Édaein O’ Connell is a freelance journalist</p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/02/single-woman-peace-life-fun"">Continue reading...</a>","Mon, 02 Dec 2024 07:00:18 GMT"
The Guardian,"Gluttony, lust and the other ‘deadly sins’ are seen as immoral, but are we hardwired to commit them? | Guy Leschziner",https://www.theguardian.com/commentisfree/2024/dec/02/deadly-sins-science-behaviour-physical,"<p>Scientists are increasingly finding that behaviours once seen as depraved often have a direct physical cause</p><p>The first thing that strikes me when I visit Alex in her supported accommodation is the huge lock on the kitchen door. The accessible rooms are devoid of any food or drink, the exception being two dispensers of sugar-free squash in the living room. Even the food-waste bin outside the back door is padlocked. Packages delivered to the home’s residents are opened in front of staff and searched for surreptitiously ordered food. These extraordinary efforts are crucial to prevent the housemates from eating too much.</p><p>For Alex and her fellow residents, their perpetual and insatiable hunger is not a matter of gluttony. It is not a marker of immorality, or depravity of the soul. It is a function of their biology. All those living in that house have a rare genetic disorder, Prader-Willi syndrome, which affects the region of the brain that <a href=""https://www.fpwr.org/hyperphagia-in-prader-willi-syndrome"">controls appetite and hunger</a>. For them, the signal to stop eating never materialises. People with this condition are destined never to feel full, sometimes even eating non-food items in the search for satiety. So extreme is their hunger that occasionally they will overeat to the point that they die of a perforated stomach, or choke on regurgitated food.</p><p>Guy Leschziner is a consultant neurologist at Guy’s and St Thomas’ hospital trust. He is the author of Seven Deadly Sins: The Biology of Being Human</p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/02/deadly-sins-science-behaviour-physical"">Continue reading...</a>","Mon, 02 Dec 2024 10:00:20 GMT"
The Guardian,Ella Baron on the 600 Brazilians deported from the UK on secret flights – cartoon,https://www.theguardian.com/commentisfree/picture/2024/dec/01/ella-baron-600-brazilians-deported-uk-secret-flights-cartoon,"<a href=""https://www.theguardian.com/commentisfree/picture/2024/dec/01/ella-baron-600-brazilians-deported-uk-secret-flights-cartoon"">Continue reading...</a>","Sun, 01 Dec 2024 17:15:18 GMT"
The Guardian,Labour’s big relaunch won’t solve its biggest problem: this government doesn’t speak human | John Harris,https://www.theguardian.com/commentisfree/2024/dec/01/labour-relaunch-government-nigel-farage-donald-trump,"<p>Farage and Trump are winning because they understand the politics of emotion, while Labour is lost in numbers and statistics</p><p>Keir Starmer’s people don’t like the word “relaunch”, but that’s what it is. On Thursday, the prime minister will give a set-piece speech about a “Plan for Change” that really should have materialised back in July. It will seemingly be based on “tangible outcomes” and the insistence that the government machine is newly focused on issues such as early years education and NHS waiting lists, <a href=""https://www.thetimes.com/uk/politics/article/keir-starmer-labour-relaunch-mission-impossible-ccq9bfksw"">briefed to the media</a> in a blizzard of official statistics. What has triggered all this is not exactly mysterious: amid dire approval ratings and a general sense of malaise and mishap – the latest hiccup is the somewhat farcical <a href=""https://www.theguardian.com/politics/2024/nov/29/louise-haigh-resigns-as-transport-secretary"">departure of the transport secretary</a>, Louise Haigh<strong> </strong>– his administration is palpably unpopular.</p><p>The truth, of course, is that the prime minister and his colleagues hardly attracted much acclaim and affection in the first place. In July, only one in five of the electorate voted Labour. Our electoral system might maintain the appearance of politics-as-usual, but a lot of us know what is really afoot: the UK’s increasing resemblance to any number of European countries, with two supposedly main parties competing for a declining share of the vote, while everything fragments and hard-right populists seize on people’s continuing resentments. As evidenced by Starmer’s <a href=""https://www.bbc.co.uk/news/articles/cly2r4g98gjo"">recent acknowledgment</a> that “very many people didn’t vote Labour at the last election”, the tension between his government’s parliamentary majority and its dearth of support in the real world remains its defining feature.</p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/01/labour-relaunch-government-nigel-farage-donald-trump"">Continue reading...</a>","Sun, 01 Dec 2024 15:11:00 GMT"
The Guardian,Ideas and originality are overrated – just ask Titian or Michelangelo | Nell Frizzell,https://www.theguardian.com/commentisfree/2024/dec/01/ideas-and-originality-are-overrated-just-ask-titian-or-michelangelo,"<p>Stop telling yourself you have to create something unique, and perhaps you will free yourself to make something good</p><p>Last week, I interviewed the journalist, podcaster and author Hattie Crisell about her new book, In Writing<em>. </em>It’s a collection of writing advice and insight from the many people she has interviewed over the years for <a href=""https://podcasts.apple.com/gb/podcast/in-writing-with-hattie-crisell/id1490412801"">her podcast</a>, from the sublime (Jon Ronson constantly running out mid-sentence to save baby snapping turtles trying to cross the road to his garden), to the more worrying (Will Storr’s “dark hole” of a study in which he has a blackout curtain closed and even a sticker over his desk lamp so it only glows as faintly as possible for the entirety of the writing day). But the words that struck me most came from the comic book writer and illustrator Tor Freeman, who said: “I’m not going to write an original story, ever.” This was coupled with the journalist and novelist John Lanchester’s comment: “I find it hard to explain the extent to which the idea is not the main thing.”</p><p>So there you have it. Ideas and originality are overrated. Hooray! As overrated as brunch, speaking Latin, pore strips, pugs, Formula One, mineral water, striped wallpaper, live music and expensive moisturisers. (That list is mine by the way – maybe even a wholly original thought.) As someone who has written four books and about 174 fortnightly columns, all tangentially connected to questions of pregnancy and parenting, I am of course relieved and delighted at the news that sometimes the idea that doesn’t leave you is better than the idea nobody else has ever had. In the words of Succession creator Jesse Armstrong: “I just keep on being interested in that world.”</p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/01/ideas-and-originality-are-overrated-just-ask-titian-or-michelangelo"">Continue reading...</a>","Sun, 01 Dec 2024 14:00:11 GMT"
The Guardian,"No more marches, but I have faith in women to stand up to Trump | Natasha Walter",https://www.theguardian.com/commentisfree/2024/dec/01/there-are-cracks-in-the-feminist-movement-but-i-have-faith-in-women-to-stand-up-to-trump,"<p>Feminist solidarity has weakened, but women around the world tell me their fight continues</p><p>What happens in America does not stay in America. The prospect of Trump’s second administration is devastating for many American women, but its reverberations are also echoing for women across the globe, and bringing much more fear and uncertainty than last time around.</p><p>Eight years ago, while Trump’s success shocked women in Britain, it also brought rays of hope – in the shape of a resurgence of solidarity. On the day after the election in 2016, I remember going into my workplace, a <a href=""https://www.refugeewomen.co.uk/"">charity for refugee women</a>, feeling pretty bleak, and looking at other women’s downcast faces. Then, at the end of the day, one of our colleagues had the most unexpected news. The charity’s online donations had rocketed.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a letter of up to 250 words to be considered for publication, email it to us at <a href=""mailto:observer.letters@observer.co.uk"">observer.letters@observer.co.uk</a></strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/01/there-are-cracks-in-the-feminist-movement-but-i-have-faith-in-women-to-stand-up-to-trump"">Continue reading...</a>","Sun, 01 Dec 2024 13:00:09 GMT"
The Guardian,The Guardian view on a race for missile supremacy: competition fuels a dangerous escalation | Editorial,https://www.theguardian.com/commentisfree/2024/dec/01/the-guardian-view-on-a-race-for-missile-supremacy-competition-fuels-a-dangerous-escalation,"<p>The INF treaty kept nuclear missiles off European soil and was a brake on a perilous arms buildup. Now it is gone</p><p>Five years ago, the collapse of a landmark cold war arms treaty opened a Pandora’s box, unleashing <a href=""https://www.theguardian.com/world/2024/nov/22/what-is-ballistic-missile-russia-ukraine-war-irbm-icbm"">missile-shaped</a> furies that have struck Ukraine. The 1987 Intermediate-Range Nuclear Forces (INF) Treaty ended when the US <a href=""https://www.theguardian.com/world/2019/feb/01/inf-donald-trump-confirms-us-withdrawal-nuclear-treaty"">withdrew</a>, citing Russian violations&nbsp;dating back to 2014 under Vladimir Putin. While abandoning the treaty aligned with the first Trump administration’s broader opposition to arms control, continuing to pressure Mr Putin into compliance would have been the wiser course.</p><p>Targeting Kyiv’s forces are the hypersonic <a href=""https://www.usnews.com/news/world/articles/2024-11-21/us-believes-russias-attack-in-ukraine-showcased-new-missile"">Oreshnik</a> missile and the ballistic <a href=""https://en.wikipedia.org/wiki/9K720_Iskander#:~:text=province%20in%20Syria.-,Russo%2DUkrainian%20war,to%20confuse%20air%20defense%20systems."">Iskander</a> missile. Both can carry a nuclear warhead and would have been barred under the INF treaty. These weapons signal an alarming return to cold war-style <a href=""https://www.businessinsider.com/ukraine-war-opened-pandoras-box-for-long-range-weapons-expert-2024-7"">tit-for‑tat posturing</a>, with great powers ramping up their military&nbsp;capabilities. Their use highlights Moscow’s accelerated missile development. But it also raises <a href=""https://www.washingtonpost.com/world/2024/11/30/russia-oreshnik-missile-nuclear-nato-putin/?utm_campaign=wp_post_most&amp;amp;utm_medium=email&amp;amp;utm_source=newsletter&amp;amp;carta-url=https%3A%2F%2Fs2.washingtonpost.com%2Fcar-ln-tr%2F3fcacdb%2F674b3d8a38ce7f6dcfcf99e1%2F59726c379bbc0f1cdce406d4%2F13%2F49%2F674b3d8a38ce7f6dcfcf99e1"">questions</a> about the implications of a nuclear-tipped Oreshnik missile – capable of striking European capitals within 12 to 16 minutes – for Nato security.</p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/01/the-guardian-view-on-a-race-for-missile-supremacy-competition-fuels-a-dangerous-escalation"">Continue reading...</a>","Sun, 01 Dec 2024 17:30:01 GMT"
The Guardian,The Guardian view on Italy’s divided opposition: a Five Star revolution can help unite the left | Editorial,https://www.theguardian.com/commentisfree/2024/dec/01/the-guardian-view-on-italys-divided-opposition-a-five-star-revolution-can-help-unite-the-left,"<p>Turmoil in the populist party founded by comedian Beppe Grillo could herald a crucial progressive realignment</p><p>Political scientists have long <a href=""https://www.theguardian.com/commentisfree/2015/feb/17/problem-populism-syriza-podemos-dark-side-europe"">argued</a> that a defining characteristic of populism is the distinction between a “pure people” and a “corrupt elite”. In the turbulent politics of the early 21st century, few public figures have promoted that worldview with as much vigour and impact as the Italian comedian Beppe Grillo.</p><p>During the 2010s, Mr Grillo’s Five Star Movement (M5S) <a href=""https://www.theguardian.com/world/2018/mar/05/five-star-leader-open-to-coalition-talks-despite-founders-warning"">became</a> at one point the most successful and quixotic populist party in Europe, coming first in the Italian election of 2018 by a comfortable margin. Its signature principles were a belief in the power of direct&nbsp;democracy, and a conviction that traditional left‑right politics should be superseded by a popular revolt against <em>la casta</em> – the privileged elite whose power persisted whichever government was in charge. People power was mobilised through the party’s Rousseau platform, designed as a forum for online democracy by M5S’s co-founder and internet evangelist Gianroberto Casaleggio.</p> <a href=""https://www.theguardian.com/commentisfree/2024/dec/01/the-guardian-view-on-italys-divided-opposition-a-five-star-revolution-can-help-unite-the-left"">Continue reading...</a>","Sun, 01 Dec 2024 17:25:01 GMT"
The Guardian,Only proper funding can rescue social care | Letters,https://www.theguardian.com/society/2024/dec/01/only-proper-funding-can-rescue-social-care,"<p>Inadequate funding of adult social care in England has a harmful knock-on effect on the NHS, writes <strong>Laura Davies</strong></p><p>The Nuffield Trust’s warning that parts of the adult social care market in England could collapse is a stark reminder of the challenges facing the sector (<a href=""https://www.theguardian.com/society/2024/nov/22/large-parts-of-adult-social-care-market-in-england-face-collapse-thinktank-warns"">Large parts of adult social care market in England face collapse, thinktank warns, 22 November</a>).</p><p>Recent national insurance and minimum wage increases, which the thinktank said could drive costs up by £2.8bn for private and non-profit social care providers, could be the tipping point for organisations already under pressure following a decade of cuts and ongoing inflationary pressures.</p> <a href=""https://www.theguardian.com/society/2024/dec/01/only-proper-funding-can-rescue-social-care"">Continue reading...</a>","Sun, 01 Dec 2024 16:49:52 GMT"
The Guardian,Let’s summon the courage for UN reform | Letters,https://www.theguardian.com/world/2024/dec/01/lets-summon-the-courage-for-un-reform,"<p>The west cannot in good conscience continue to press for democracy when it denies it at the core of the global system, writes <strong>Simon Prentis</strong></p><p>Omar Barghouti quite is right to highlight the dysfunctional nature of the UN (<a href=""https://www.theguardian.com/commentisfree/2024/nov/25/un-gaza-decolonize-reform"">The UN has failed us on Gaza. We need to decolonize and radically reform it, 25 November</a>). Indeed, as currently constituted it cannot be otherwise, given the glaring conceptual contradiction at its very heart: the democratic nature of the general assembly is fatally vitiated by <a href=""https://main.un.org/securitycouncil/en/content/voting-system"">the veto system</a> at the security council. For a veto (Latin for “I forbid”) is the classic tool of tyrants, and at the UN it allows any of its five permanent members – the heirs of the victorious allies of the second world war – to unilaterally suppress any democratic decision that goes against what they consider to be their interests.</p><p>And, for the most part, these interests remain those of a world that is the product of another age – the age of empire. That was the price of the UN’s formation – a US delegate at the 1945 San Francisco conference dramatically tore up a copy of the draft charter to emphasise that without agreement on the veto, there would be no UN. But we no longer live in that world – or at least, not in a world where such interests are still seen as the natural spoils of victory.</p> <a href=""https://www.theguardian.com/world/2024/dec/01/lets-summon-the-courage-for-un-reform"">Continue reading...</a>","Sun, 01 Dec 2024 16:50:54 GMT"
